온통청년 정책번호,정책명,소관기관,지역,분야,신청상태,기본계획 과제번호,보조금24 서비스ID,보조금24 연결 방식,이어지는 세부사업 코드,이어지는 세부사업명,연결 예산현액(억 원),같은 사업의 다른 등록
20250317005400210641,청년예술청 운영,서울문화재단,서울,문화·건강,마감,1차 4-16-43,,,,,,
20260521005400213209,청년온가 2026년 정기 입주자 모집 재공고,전남광주통합특별시,광주,주거,상시,2차 3-8-29,,,,,,20260803005400213315
20260803005400213315,청년온가 2026년 정기 입주자 모집 재공고,전남광주통합특별시,전남,주거,마감,2차 3-8-29,,,,,,20260521005400213209
20260410005400212687,청년울산대장정 U-Road,울산광역시,울산,문화·건강,마감,2차 4-14-53,,,,,,
20260421005400212801,청년월세 지원,제주특별자치도,제주,주거,마감,2차 3-9-30,161300000099,이름 대조(신뢰도 중간),,,,
20251217005400212010,청년월세 지원사업,경상남도 합천군 경제문화국,경남,주거,마감,1차 2-6-13,648000001055,이름 대조(신뢰도 중간),,,,
20250903005400211614,청년월세 지원사업,청년정책담당관,중앙,주거,마감,1차 2-6-13,161300000099,이름 대조(신뢰도 중간),,,,
20250115005400110295,청년월세 특별지원(2차),서구,대구,주거,마감,1차 2-6-13,,,,,,
20250115005400210279,청년월세 한시 지원사업,남동구,인천,주거,마감,1차 2-6-13,,,,,,
20250502005400110774,청년월세 한시 특별지원,국토교통부,중앙,주거,마감,1차 2-6-13,,,,,,
20250716005400111306,청년월세 한시 특별지원,주택토지실,제주,주거,마감,1차 2-6-13,,,6500000202230273,청년월세 한시 특별지원 사업,39.21,
20250714005400111222,청년월세 한시 특별지원사업,울산광역시,울산,주거,마감,1차 2-6-13,,,370000020223006D | 37300002022300AA | 369000020223008B | 371000020223005C | 37200002022300A4,청년월세 한시 특별지원 | 청년월세 한시 특별지원 | 청년월세 한시 특별지원 | 청년월세한시특별지원 | 청년월세 한시 특별지원,75.99,
20260722005400213298,청년월세지원,전남광주통합특별시,전남,주거,마감,2차 3-9-30,,,,,,20260408005400212634
20260408005400212634,청년월세지원,전남광주통합특별시,광주,주거,마감,2차 3-9-30,,,,,,20260722005400213298
20250220005400210504,청년월세한시특별지원,제천시,충북,주거,마감,1차 2-6-13,,,44000002022300BD,청년월세 한시 특별지원 사업(보조),7.97,
20260406005400212479,청년의 날 및 청년주간 운영,인천광역시 청년정책담당관,인천,참여·권리,상시,2차 5-15-58,,,,,,20250718005400211464
20250718005400211464,청년의 날 및 청년주간 운영,청년정책담당관,인천,참여·권리,마감,1차 5-19-50,,,,,,20260406005400212479
20260504005400213036,청년의 날 행사,경제산업과,충남,문화·건강,진행중,2차 4-14-53,,,,,,
20250108005400210083,청년의 사회적 고립 해소를 위한 지원사업,인천광역시 서해구,인천,금융·생활안정,마감,1차 4-14-36,,,,,,
20260413005400212705,청년이 만드는 치안정책 플랫폼 '자치경찰 서포터즈,울산광역시,울산,참여·권리,마감,2차 5-15-56,,,,,,20250717005400211347
20250717005400211347,청년이 만드는 치안정책 플랫폼'자치경찰 서포터즈',울산광역시,울산,참여·권리,마감,1차 5-19-50,,,,,,20260413005400212705
20260504005400213025,청년이 일하기 좋은 청년친화적 기업 지원,청년정책과,충남,취업·일경험,상시,2차 1-3-11,,,,,,
20260504005400213013,청년이어드림(Dream) 지원금,제주청년센터,제주,문화·건강,상시,2차 4-12-44,,,,,,20250718005400211411
20250718005400211411,청년이어드림(Dream)지원금,기획조정실,제주,금융·생활안정,마감,1차 4-14-36,650000001112,이름 대조(신뢰도 높음),6500000202430135,청년이어드림 지원금 지원,5.35,20260504005400213013
20250917005400211740,청년인재-주력산업 동반성장 일자리,산업인력과,경남,취업·일경험,마감,1차 1-1-1,,,5400000202330004 | 5330000202330141 | 5410000202330095 | 5450000202330080,경남 청년인재-주력산업 동반성장 일자리 | 경남 청년인재-주력산업 동반성장 일자리사업 | 경남 청년인재-주력산업 동반성장 일자리사업 | 경남 청년인재-주력산업 동반성장 일자리사업,0.43,
20260330005400212325,청년인큐베이팅공유공간 운영,경상북도 의성군 관광복지국,중앙,주거,상시,2차 3-8-29,,,,,,20250902005400211585
20250902005400211585,청년인큐베이팅공유공간운영,관광복지국,중앙,문화·건강,마감,1차 4-16-42,,,,,,20260330005400212325
20260504005400213060,청년인턴,청년정책과,충남,취업·일경험,마감,2차 1-1-1,449000000521,이름 대조(신뢰도 중간),,,,
20250220005400210518,청년인턴제 운영사업,괴산군,충북,취업·일경험,마감,1차 1-1-1,,,4460000200730756,청년 인턴제 운영사업,0.32,
20260402005400212381,청년일자리 강소기업 선정 지원사업,울산광역시,울산,취업·일경험,진행중,2차 1-2-4,,,,,,
20250902005400211573,청년일자리 근속장려금 지원사업,경제국,경북,취업·일경험,마감,1차 1-1-3,,,,,,
20260408005400212579,청년일자리 도전 지원사업,경상남도,경남,취업·일경험,상시,2차 1-1-1,,,64800002023305BC,청년일자리 도전 지원사업,18.48,
20260313005400212120,청년일자리 로컬 솔루션 프로젝트,경상북도 경주시 시민복지국,경북,취업·일경험,상시,2차 1-2-5,,,,,,
20250901005400211549,청년일자리 로컬솔루션  프로젝트,경상북도,경북,취업·일경험,마감,1차 1-1-2,,,508000020243019C | 5050000202430235 | 5070000202430181 | 506000020183004F | 509000020183005F | 5110000201830030 | 5130000202430117 | 51900002024300F8,청년일자리로컬솔루션프로젝트 | 청년일자리 로컬 솔루션 프로젝트 | [도]청년일자리로컬솔루션프로젝트 | 청년일자리로컬솔루션프로젝트(보조) | (도)청년일자리 로컬 솔루션 프로젝트 | [도]청년일자리로컬솔루션프로젝트 | (도비보조)청년일자리 로컬솔루션 프로젝트 | 청년일자리로컬솔루션프로젝트,5.65,20250904005400211650
20250904005400211650,청년일자리 로컬솔루션 프로젝트,경상북도,경북,취업·일경험,마감,1차 1-1-1,,,,,,20250901005400211549
20251107005400211811,청년일자리 우수기업 지원 사업,경상남도 함안군 산업건설국 경제기업과,경남,취업·일경험,마감,1차 1-1-1,,,,,,
20250918005400211754,청년일자리 위드유 운영,산업인력과,경남,취업·일경험,마감,1차 1-1-1,,,6480000201830394,청년일자리 위드유 운영,1.5,
20260430005400212992,청년일자리 창출을 위한 민관학 협력네트워크「청춘동행」 운영,청년정책과,충남,취업·일경험,상시,2차 1-2-5,,,,,,
20250901005400211547,청년일자리창출 우수기업  지원사업,경상북도,경북,취업·일경험,마감,1차 1-1-3,,,,,,
20250901005400211550,청년자립마을 활성화 지원사업,예천군,중앙,참여·권리,마감,1차 5-19-50,,,,,,
20250331005400210672,청년자립준비지원사업 [해시태그 멘토링],전남광주통합특별시 교육청년국 청년정책과,광주,금융·생활안정,마감,1차 4-14-34,,,,,,
20251211005400211962,청년자립형 스마트팜 지원사업,충청남도,충남,창업·농어업,마감,1차 1-2-5,644000000849,이름 대조(신뢰도 중간),,,,20251111005400211844
20251111005400211844,청년자립형 스마트팜 지원사업,충청남도 농축산국 스마트농업과,충남,창업·농어업,마감,1차 1-2-5,644000000849,이름 대조(신뢰도 중간),5680000202530072 | 4610000202330189 | 4520000202330155 | 455000020243012F | 4590000202630191,청년자립형 스마트팜 지원사업(스마트원예단지) | 청년자립형스마트팜지원사업 | 청년자립형 스마트팜 지원 | 청년자립형 스마트팜 지원사업(도비) | 청년자립형 스마트팜 지원사업,111.67,20251211005400211962
20250711005400211197,청년자율공간,전남광주통합특별시 교육청년국 청년정책과,광주,정책기반,마감,1차 5-19-50,,,,,,
20251114005400211890,청년자율예산 운영,제주특별자치도 기획조정실 청년정책담당관,중앙,참여·권리,마감,1차 5-17-45,,,,,,
20250904005400211648,청년자율편성예산제 운영,청년정책담당관,세종,정책기반,마감,1차 5-18-46,,,,,,
20250904005400211624,청년재능활동가 지원사업,청년정책담당관,세종,교육·역량,마감,1차 3-11-28,,,,,,
20250502005400210776,청년전용 버팀목 전세자금 대출이자 지원 사업 관리,주택과,대구,주거,마감,1차 2-6-13,,,,,,
20250917005400211719,청년정보플랫폼 운영,청년정책과,경남,정책기반,마감,1차 5-19-49,,,64800002025300F5,청년 정보플랫폼 운영,0.39,
20250711005400211191,청년정신건강지원(마인드링크),전남광주통합특별시 보건복지본부 복지정책관 건강위생과,광주,문화·건강,마감,1차 4-15-39,,,,,,
20250903005400211616,청년정착상담소 운영,청년정책담당관,세종,주거,마감,1차 2-8-18,,,,,,
20260430005400212994,청년정책 서포터즈,지역경제과,충남,정책기반,진행중,2차 5-16-59,,,,,,
20260722005400213293,청년정책 서포터즈 2기,전남광주통합특별시,전남,참여·권리,마감,2차 5-17-62,,,,,,
20250508005400210800,청년정책 서포터즈 [광주 청년톡파원] 1기,전남광주통합특별시 교육청년국 청년정책과,광주,참여·권리,마감,1차 5-19-50,,,,,,
20260330005400212350,청년정책 온라인플랫폼 운영,전북특별자치도 완주군,전북,정책기반,상시,2차 5-16-59,,,,,,
20260414005400212739,청년정책 제안 경연대회,울산광역시,울산,참여·권리,진행중,2차 5-15-57,,,,,,20250717005400211342
20250717005400211342,청년정책 제안 경연대회,울산광역시,울산,참여·권리,마감,1차 5-17-45,,,,,,20260414005400212739
20250903005400211615,청년정책 홍보 사업,청년정책담당관,세종,주거,마감,1차 2-8-18,,,,,,
20260414005400212741,청년정책 홍보사업,울산광역시,울산,정책기반,진행중,2차 5-16-59,,,,,,20250717005400211344
20250717005400211344,청년정책 홍보사업,울산광역시,울산,정책기반,마감,1차 5-19-49,,,,,,20260414005400212741
20260313005400212152,"청년정책과 SNS(유튜브, 카카오톡, 인스타그램, 페이스북) 채널 운영",경기도 용인시,경기,정책기반,상시,2차 5-16-59,,,,,,
20260504005400213087,청년정책네트워크,경제산업과,충남,참여·권리,마감,2차 5-15-58,558000000303,이름 대조(신뢰도 중간),,,,
20260430005400212991,청년정책네트워크 운영,청년정책과,충남,참여·권리,마감,2차 5-15-57,,,4490000202330106,청년정책네트워크 운영,0.3,
20250908005400211675,청년정책네트워크 운영,청년정책과,경남,참여·권리,마감,1차 5-19-50,,,5330000201930161,청년정책 네트워크 운영,0.15,
20260430005400212996,청년정책위원회,지역경제과,충남,참여·권리,진행중,2차 5-15-57,,,,,,
20260504005400213086,청년정책위원회,경제산업과,충남,참여·권리,상시,2차 5-15-57,,,,,,
20260430005400212977,청년정책제안 아이디어 공모,청년정책과,충남,참여·권리,진행중,2차 5-15-56,,,,,,
20250108005400210090,청년정책협의체 활동,전남광주통합특별시 해남군,전남,참여·권리,마감,1차 5-17-45,,,,,,
20250717005400211365,청년주권회의 운영,제주특별자치도,제주,참여·권리,마감,1차 5-17-45,,,,,,
20250117005400210326,청년주택 임차보증금 이자 지원 사업,기획예산실,경남,주거,마감,1차 2-6-13,648000001072,이름 대조(신뢰도 중간),,,,
20251217005400212016,청년주택 임차보증금 이자 지원사업,경상남도 합천군 안전건설국,경남,주거,마감,1차 2-6-13,648000001072,이름 대조(신뢰도 중간),,,,
20260406005400212493,청년중독관리사업,인천광역시 보건복지국 건강증진과,인천,문화·건강,상시,2차 4-13-47,,,,,,20250718005400211451
20250718005400211451,청년중독관리사업,건강증진과,인천,문화·건강,마감,1차 4-15-39,,,3550000202230081 | 62800002022302B0,청년중독 관리사업 | 청년중독관리사업,1.75,20260406005400212493
20260410005400212676,청년중독관리사업 추진,울산광역시,울산,문화·건강,진행중,2차 4-13-47,,,,,,20250715005400111252
20250715005400111252,청년중독관리사업 추진,울산광역시,울산,문화·건강,마감,1차 4-15-39,,,63100002022300D7,청년중독관리사업,1.0,20260410005400212676
20250711005400211192,청년중독예방관리,전남광주통합특별시 보건복지본부 복지정책관 건강위생과,광주,문화·건강,마감,1차 4-15-40,,,62900002022301A6,청년중독예방관리 (광주),0.75,
20250522005400210868,청년참여 활성화 및 서울청년참여기구 운영 지원,청년정책담당관,중앙,참여·권리,마감,1차 5-17-45,,,,,,
20250718005400211458,청년참여형 인천관광 활성화 사업,관광마이스과,인천,문화·건강,마감,1차 4-16-42,,,,,,
20260408005400212618,청년창업 거주지원시설(창업하여家) 입주자 1차 모집,전남광주통합특별시,광주,창업·농어업,마감,2차 1-4-12,,,,,,20260909005400213391 | 20260408005400212601
20260408005400212601,청년창업 거주지원시설(창업하여家) 입주자 1차 모집,전남광주통합특별시,광주,창업·농어업,마감,2차 1-4-12,,,,,,20260909005400213391 | 20260408005400212618
20260909005400213391,청년창업 거주지원시설(창업하여家) 입주자 3차 모집,전남광주통합특별시,전남,주거,마감,2차 3-8-29,,,,,,20260408005400212618 | 20260408005400212601
20260313005400212146,청년창업 공감 원스톱 서비스 안내,경기도 용인시,경기,창업·농어업,상시,2차 1-4-12,,,,,,
20260330005400212312,청년창업 스마트팜 패키지 지원,전북특별자치도 완주군,전북,취업·일경험,상시,2차 1-2-6,,,,,,
20250718005400211416,청년창업 스마트팜 패키지 지원,농생명축산산업국,전북,창업·농어업,마감,1차 1-2-5,,,4710000202330017 | 645000020223033C | 470000020233018C | 4680000202230175 | 4730000202230134 | 4750000202330172 | 4740000202330124 | 4690000202330045,청년창업 스마트팜패키지 지원사업 | 청년창업 스마트팜 패키지 지원(소멸기금) | 청년창업 스마트팜 패키지 지원사업 | 청년창업스마트팜 패키지 지원사업 | 청년창업 스마트팜 패키지 지원 | 청년 창업 스마트팜 패키지 지원사업 | 청년창업 스마트팜 패키지 지원사업 | 청년창업 스마트팜 패키지 지원사업,103.4,
20260413005400212725,청년창업 스케일업 지원사업,(재)제주테크노파크,제주,창업·농어업,마감,2차 1-4-13,,,,,,20260422005400212861
20260422005400212861,청년창업 스케일업 지원사업,(재)제주테크노파크,제주,창업·농어업,마감,2차 1-4-13,,,,,,20260413005400212725
20250718005400211377,청년창업 스케일업 지원사업,소상공인과,제주,창업·농어업,마감,1차 1-2-4,,,,,,
20250501005400210753,청년창업 우수기업 인증제,경제진흥국,강원,창업·농어업,마감,1차 1-2-5,,,418100020253008D,청년창업 우수기업 인증제,0.2,
20250109005400210104,청년창업 인큐베이팅 플랫폼 운영,전남광주통합특별시 목포시 미래전략산업국,전남,취업·일경험,마감,1차 3-11-27,,,,,,
20250901005400211555,청년창업 지역정착 지원사업,예천군,중앙,창업·농어업,마감,1차 1-2-5,,,,,,
20250718005400211385,청년창업 챌린지 지원사업,창업벤처과,인천,창업·농어업,마감,1차 1-2-5,,,,,,
20250331005400210675,청년창업 특례보증,전남광주통합특별시 경제실 경제창업국 창업진흥과,광주,창업·농어업,마감,1차 1-2-5,O00072800005,이름 대조(신뢰도 중간),,,,20260918005400213427 | 20260407005400212572
20260406005400212397,청년창업 특례보증 및 이차보전,인천광역시 경제산업본부 소상공인정책과,인천,창업·농어업,상시,2차 1-4-12,,,,,,
20260430005400213006,청년창업가 입주공간 제공,지역경제과,충남,창업·농어업,상시,2차 1-4-12,,,,,,
20260331005400212358,청년창업공간 리모델링 지원사업,경상북도 고령군 인구정책실,경북,창업·농어업,마감,2차 1-4-12,,,5200000202330050,청년창업공간 리모델링 지원,0.2,
20260421005400212784,청년창업기업 경영안정자금 금리 확대 지원,제주도청 소상공인과,제주,창업·농어업,진행중,2차 1-4-15,,,,,,20250718005400211402
20250718005400211402,청년창업기업 경영안정자금 금리 확대 지원,제주특별자치도,제주,금융·생활안정,마감,1차 4-13-33,,,,,,20260421005400212784
20260430005400212995,청년창업농 디딤돌 사업,농촌진흥과,충남,취업·일경험,마감,2차 1-2-6,,,,,,
20250718005400211442,청년창업농 영농기반 임차지원,농생명축산산업국,전북,창업·농어업,마감,1차 1-2-5,654000000019,이름 대조(신뢰도 높음),468000020203009D | 47800002020300A5 | 467000020203011C | 4720000202330130 | 464000020203017B | 4730000202230080 | 4770000202030072 | 4751000202630084,청년창업농 영농기반 임차지원 | 청년창업농 영농기반 임차지원 | 청년창업농 영농기반 임차지원 | 청년창업농 영농기반 임차지원 | 청년창업농 영농기반 임차지원 | 청년 창업농 영농기반 임차 지원 | 청년창업농 영농기반 임차지원 | 청년창업농 영농기반 임차지원,1.02,
20250718005400211410,청년창업농 영농정착지원사업,농림축산식품부,전북,창업·농어업,마감,1차 1-2-5,645000000139,이름 대조(신뢰도 중간),64500002018300BC | 6450000201830174,청년창업농 영농정착지원(지원) | 청년창업농 영농정착지원(운영),182.06,
20250218005400210446,청년창업농 인큐베이터 농장 운영,전남광주통합특별시 농업기술센터,광주,취업·일경험,마감,1차 1-1-1,,,,,,
20260430005400212997,청년창업농 임대형 스마트팜 운영,농업기술과,충남,취업·일경험,마감,2차 1-2-6,,,568000020183002A,청년창업농 임대형 스마트팜 운영,2.54,
20250718005400211441,청년창업농 정책자금 이차보전,농생명축산산업국,전북,창업·농어업,마감,1차 1-2-5,654000000018,이름 대조(신뢰도 높음),468000020203009C | 47800002020300A4 | 46700002020300F6 | 47500002020300A0 | 4640000202130105 | 4770000202030071 | 474000020203009D,청년창업농 정책자금 이차보전 | 청년창업농 정책자금 이차보전 | 청년창업농 정책자금 이차보전 | 청년창업농 정책자금 이차보전 | 청년창업농 정책자금 이차보전 | 청년창업농 정책자금 이차보전 | 청년창업농 정책자금 이차보전 지원,1.18,
20250716005400211323,청년창업더하기 지원사업,장수군,전북,창업·농어업,마감,1차 1-2-5,,,4750000202030028,청년창업 더하기지원사업,0.18,
20250107005400210059,청년창업자 금융(종잣돈) 지원사업,전남광주통합특별시 목포시 미래전략산업국,전남,창업·농어업,마감,1차 1-2-5,,,,,,
20260331005400212357,청년창업자 임차료 지원사업,경상북도 고령군 인구정책실,경북,창업·농어업,마감,2차 1-4-12,,,,,,20260527005400213221
20250115005400210275,청년창업지원센터 운영,남동구,인천,창업·농어업,마감,1차 1-2-5,,,3530000202130042,청년창업지원센터 운영,3.4,20260406005400212429
20250114005400210220,청년창조발전소 꿈터+ 운영,경제교통국,부산,창업·농어업,마감,1차 1-2-5,,,,,,
20250114005400210218,청년축산인 육성교육 운영(전북),전북특별자치도,전북,취업·일경험,마감,1차 1-1-1,,,645000020203005D,청년축산인 육성교육 운영,0.17,
20250903005400211606,청년취업박람회,기업지원과,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250220005400210512,청년취업자 및 청년농업인 주거비 지원,괴산군,충북,주거,마감,1차 2-6-13,,,,,,
20250519005400210854,청년층 신용회복 지원사업,청년사업담당관,서울,금융·생활안정,마감,1차 4-13-33,,,,,,
20250220005400210500,청년층 인턴형 일자리지원,제천시,충북,취업·일경험,마감,1차 1-4-8,,,4400000202330162,청년층 인턴형 일자리사업,1.62,
20250718005400211417,청년층 임대주택 공급 확대 (통합공공임대주택),주택정책과,인천,주거,진행중,1차 2-5-10,,,,,,20260406005400212509
20260406005400212509,청년층 임대주택 공급 확대(통합공공임대주택),인천광역시 도시계획국 주택정책과,인천,주거,상시,2차 3-8-27,,,,,,20250718005400211417
20260421005400212802,청년층 자살시도자 치료비 지원사업,제주특별자치도,제주,문화·건강,상시,2차 4-13-48,,,65000002025302BA,청년층 자살시도자 치료비 지원사업,0.12,
20250618005400211059,청년층 정신건강 서비스 강화,강원특별자치도,강원,문화·건강,마감,1차 4-15-39,,,,,,
20250107005400210068,청년층 정신건강 서비스 강화,경기도,경기,문화·건강,마감,1차 4-15-39,,,,,,
20250509005400210802,청년친화 강소기업 선정 지원사업,경제정책관,울산,취업·일경험,마감,1차 1-1-3,,,,,,
20250718005400211404,청년친화 친구기업 지원사업,전북특별자치도,전북,취업·일경험,마감,1차 1-1-3,,,,,,
20250918005400211778,청년친화기업 지원,산업인력과,경남,취업·일경험,마감,1차 1-1-1,,,,,,
20250917005400211702,청년친화도시 부산진구 트라이얼스토어 운영 기업 모집,부산진구,중앙,창업·농어업,마감,1차 1-2-5,,,,,,
20260331005400212364,청년커뮤니티 활동 지원사업,경상북도 고령군 인구정책실,경북,참여·권리,마감,2차 5-15-58,,,,,,
20250115005400210293,청년커뮤니티활성화지원사업,서구,대구,문화·건강,마감,1차 4-16-42,,,3430000202330044,청년 커뮤니티 활성화 지원,0.2,
20260406005400212503,청년콘텐츠 우수인재양성,인천광역시 문화체육국 문화정책과,인천,교육·역량,상시,2차 2-5-19,,,6280000202230048,청년 콘텐츠 우수인재 양성,1.04,
20250316005400210621,청년쿡 비즈니스센터 식품제조 스타트업 지원,청년사업담당관,서울,창업·농어업,마감,1차 1-2-5,,,,,,
20260413005400212709,청년크루 페스티벌,울산광역시,울산,문화·건강,진행중,2차 4-14-53,,,,,,20250716005400211311
20250716005400211311,청년크루 페스티벌,울산광역시,울산,문화·건강,마감,1차 4-16-43,,,,,,20260413005400212709
20260330005400212324,청년키움지원센터 운영,경상북도 의성군 관광복지국,중앙,주거,상시,2차 3-8-29,,,,,,
20260903005400213372,청년톡톡콘서트,서울특별시 은평구,중앙,문화·건강,마감,2차 4-14-53,,,,,,
20260317005400212183,청년한부모 자녀양육비 지원,경상북도,경북,금융·생활안정,상시,2차 4-12-44,,,50200002021301A6 | 50500002021301EE | 50600002021300C3 | 50900002021300E6 | 51100002021300C6 | 51800002021300C1 | 51200002021300C5 | 52100002021300D9,청년한부모자녀양육비지원<보조> | 청년한부모자녀양육비지원 | 청년한부모자녀양육비지원(보조) | (도)청년한부모자녀양육비지원 | [도]청년한부모 자녀양육비 지원 | 청년한부모자녀양육비지원사업(도비보조) | [도비]청년한부모자녀양육비지원 | 청년한부모자녀양육비지원(자체),13.5,
20250721005400211470,청년행복 뉴딜프로젝트,지방시대정책국,경북,참여·권리,마감,1차 5-20-51,,,64700002019301D1 | 51200002023300E7 | 5020000202530164 | 511000020203013C | 5150000202530055 | 522000020233028E,청년행복뉴딜프로젝트 | [도비]청년행복 뉴딜프로젝트 | 청년행복뉴딜프로젝트<보조> | [도]청년행복뉴딜프로젝트 | 청년행복뉴딜프로젝트(도비) | 청년행복 뉴딜프로젝트,5.2,
20260413005400212692,청년행정도우미,경상북도 예천군,경북,취업·일경험,마감,2차 1-1-1,,,5230000201730109,청년행정도우미사업,3.37,
20260331005400212368,청년혁신가 예비창업지원사업,전북특별자치도 장수군 농산업건설국,전북,취업·일경험,마감,2차 1-1-1,,,475000020193010B,장수군 청년혁신가 예비창업지원,0.3,
20260421005400212795,청년활동 인큐베이팅 사업,제주특별자치도 기획조정실 청년정책담당관,제주,참여·권리,상시,2차 5-17-62,,,,,,20250717005400211366
20250717005400211366,청년활동 인큐베이팅 사업,기획조정실,제주,참여·권리,마감,1차 5-19-50,,,,,,20260421005400212795
20260413005400212703,청년활동경험지원사업,울산광역시,울산,참여·권리,진행중,2차 5-15-56,,,,,,20250717005400211349
20250717005400211349,청년활동경험지원사업,울산광역시,울산,참여·권리,마감,1차 5-19-50,,,,,,20260413005400212703
20250717005400211368,청년활동지원 타시도 네트워크 교류,기획조정실,제주,참여·권리,마감,1차 5-20-52,,,,,,
20250918005400211770,청년후계농 농지 임대료 지원,농업정책과,경남,취업·일경험,마감,1차 1-1-3,648000001118,이름 대조(신뢰도 높음),6480000202330435 | 536000020233026E | 5420000202330347 | 5480000202330176 | 56700002023302AB | 53500002023302B3 | 53400002023302C8 | 546000020263000D,청년후계농 농지 임대료 지원 | 청년후계농 농지 임대료 지원사업 | 청년후계농 농지 임대료 지원 | 청년후계농 농지 임대료 지원 | 청년후계농 농지 임대료 지원사업 | 청년후계농 농지 임대료 지원사업 | 청년후계농 농지 임대료 지원 | 청년후계농 농지 임대료 지원,2.38,
20250219005400210465,청년후계농 영농정착 지원,충청북도,충북,취업·일경험,마감,1차 1-1-1,,,557000020183006F,청년후계농 영농정착지원,2.1,
20251211005400211960,청년후계농업인 영농정착 지원,충청남도,충남,창업·농어업,마감,1차 1-2-5,,,,,,
20250718005400211420,청년희망 스마트팜 확산사업,농생명축산산업국,전북,창업·농어업,마감,1차 1-2-5,,,6450000201730313 | 473000020183007C | 471000020173010E | 474000020183008E | 470100020263008A | 478000020173010E | 4750000201730143 | 47700002017300CF,청년희망(간편형) 스마트팜 확산사업 | 청년희망(간편형) 스마트팜 확산사업 | 청년희망(간편형) 스마트팜 확산사업(보조) | 청년희망(간편형) 스마트팜 확산사업 | 청년희망(간편형) 스마트팜 확산사업 | 청년희망 스마트팜 확산사업 | 청년희망(간편형) 스마트팜 확산사업 | 청년희망 스마트팜 확산사업,8.37,
20260330005400212311,청년희망 스마트팜 확산지원,전북특별자치도 완주군,전북,취업·일경험,상시,2차 1-2-6,,,,,,
20250710005400211157,청년희망적금,청년정책과,대구,금융·생활안정,마감,1차 4-13-32,627000000136,이름 대조(신뢰도 높음),,,,
20250114005400210239,청년희망챌린지 사업,영도구,부산,금융·생활안정,마감,1차 4-14-36,,,3280000202230010,청년희망챌린지 운영,0.45,
20260313005400212144,청년희망케어 프로젝트 추진,경기도 용인시,경기,취업·일경험,진행중,2차 1-1-2,,,,,,
20260326005400212299,청도 행복주택 조성,경상북도 청도군 문화환경건설국,경북,주거,마감,2차 3-8-27,,,,,,
20251214005400211989,청소년 한부모 복지급여 지원,충청남도,충남,금융·생활안정,마감,1차 4-14-36,,,,,,20260504005400113101 | 20251112005400211864
20251112005400211864,청소년 한부모 복지급여 지원,충청남도 인구전략국 여성가족정책과,충남,금융·생활안정,마감,1차 4-14-34,,,,,,20260504005400113101 | 20251214005400211989
20250904005400211631,청소년 한부모 아동양육 및 자립지원,인구여성가족과,세종,금융·생활안정,마감,1차 4-14-35,WII000001550,이름 대조(신뢰도 높음),,,,
20260421005400212776,청소년쉼터 퇴소 청소년 자립지원수당 지원,제주특별자치도,제주,금융·생활안정,상시,2차 4-12-43,,,,,,20251113005400211879
20251113005400211879,청소년쉼터 퇴소 청소년 자립지원수당 지원,제주특별자치도 복지가족국 아동보육청소년과,제주,금융·생활안정,마감,1차 4-14-34,,,,,,20260421005400212776
20260410005400212680,청소년쉼터 퇴소청소년 자립지원수당,울산광역시,울산,금융·생활안정,상시,2차 4-12-43,,,,,,20250716005400111294
20250716005400111294,청소년쉼터 퇴소청소년 자립지원수당,울산광역시,울산,금융·생활안정,마감,1차 4-14-34,,,,,,20260410005400212680
20260410005400212681,청소년한부모 자립 지원사업,울산광역시,울산,금융·생활안정,상시,2차 4-12-44,,,,,,20250716005400111295
20250716005400111295,청소년한부모 자립 지원사업,울산광역시,울산,금융·생활안정,마감,1차 4-14-35,,,,,,20260410005400212681
20260428005400212898,"청춘 ""금손(뜨개질 덕후)"" 모여락(樂)",전북특별자치도 전주시,전북,참여·권리,마감,2차 5-17-62,,,,,,
20250904005400211641,청춘 건강상담소 사업 운영(모바일헬스케어),건강증진과,세종,문화·건강,마감,1차 4-15-39,,,,,,
20260325005400212274,청춘가 청년주거지 운영,경상북도 의성군 관광복지국,경북,주거,상시,2차 3-8-29,,,,,,
20250918005400211776,청춘마켓,청년정책과,경남,취업·일경험,마감,1차 1-1-1,,,,,,
20251222005400212043,청춘만남 프로그램,충청북도,충북,참여·권리,마감,1차 5-19-50,,,,,,
20260330005400212322,청춘어람 운영,경상북도 의성군 관광복지국,중앙,주거,상시,2차 3-8-29,,,,,,
20250304005400210578,청춘어람 육성사업,전남광주통합특별시,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250908005400211664,초기 창업기업을 위한 창업보육공간 운영·지원,경제정책과,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20250227005400210567,초등학부모 10시출근제 도입 중소사업장 장려금 지원사업,전남광주통합특별시 일가정양립지원본부,광주,취업·일경험,마감,1차 1-4-8,,,,,,
20250502005400210777,춘천시 청년농업인 영농정착 지원,농업기술센터,강원,금융·생활안정,마감,1차 4-13-33,418000000250,이름 대조(신뢰도 높음),41800002020300BA,춘천시 청년농업인 영농정착 지원,2.17,
20250103005400210029,출산가정 산후조리비용 지원,서산시,충남,문화·건강,마감,1차 4-15-40,,,,,,
20260330005400212327,출산장려금 지원,경상북도 의성군 관광복지국,경북,금융·생활안정,상시,2차 4-11-38,,,,,,20250904005400211628
