온통청년 정책번호,정책명,소관기관,지역,분야,신청상태,기본계획 과제번호,보조금24 서비스ID,보조금24 연결 방식,이어지는 세부사업 코드,이어지는 세부사업명,연결 예산현액(억 원),같은 사업의 다른 등록
20250211005400110419,(국민연금) 실업크레딧 지원,고용노동부,중앙,취업·일경험,마감,1차 1-4-8,B55201500004,이름 대조(신뢰도 중간),,,,
20260921005400113470,(국토교통 청년소통채널 운영) 2030 청년자문단,국토교통부,중앙,참여·권리,마감,2차 5-15-58,,,,,,
20260921005400113476,(국토교통 청년소통채널 운영) 청년온라인패널,국토교통부,중앙,참여·권리,마감,2차 5-15-58,,,,,,
20260319005400112218,(국토부) 26년 청년월세 지원사업,국토교통부,중앙,주거,마감,2차 3-9-30,161300000099,이름 대조(신뢰도 중간),095-110-1000-1034-311,청년월세지원,1299.89,
20260528005400113227,(농식품부) 농식품 바우처,농림축산식품부,중앙,문화·건강,진행중,2차 4-13-50,B55284500010,이름 대조(신뢰도 중간),,,,
20260528005400113226,(문체부) 청년예술인 예술활동 적립계좌,문화체육관광부,중앙,문화·건강,상시,2차 4-14-52,,,,,,
20260415005400112751,(복지부) 26년 정신건강 심리상담 바우처사업,보건복지부,중앙,문화·건강,진행중,2차 4-13-46,,,,,,
20250618005400111034,(신규)건축구조기사 양성,국토교통부,중앙,교육·역량,마감,1차 3-9-21,,,,,,
20250619005400111075,(청년 금융교육 지원) e-금융교육센터 재무상담 사례 게시판,금융감독원,중앙,교육·역량,마감,1차 3-12-29,,,,,,
20250619005400111066,(청년 금융교육 지원) 대학 실용금융 강좌,금융감독원,중앙,교육·역량,마감,1차 3-12-31,,,,,,
20250619005400111072,(청년 금융교육 지원) 대학 실용금융 강좌 온라인(K-MOOC) 개설,금융감독원,중앙,교육·역량,마감,1차 3-12-29,,,,,,
20250619005400111070,(청년 금융교육 지원) 대학생 금융교육봉사단,금융감독원,중앙,교육·역량,마감,1차 3-11-28,,,,,,
20250619005400111073,(청년 금융교육 지원) 청년층을 위한 실전 재무설계 온라인 동영상,금융감독원,중앙,교육·역량,마감,1차 3-12-29,,,,,,
20250617005400110997,1인 광고콘텐츠 창작자 지원,문화체육관광부,중앙,문화·건강,마감,1차 4-16-43,,,,,,
20250613005400110925,1인 미디어 창작자 및 스타트업 지원,방송진흥정책관,중앙,창업·농어업,마감,1차 1-2-5,,,,,,
20250901005400111543,1인 창조기업 지원센터 운영,중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-5,142000000001,이름 대조(신뢰도 높음),,,,
20250107005400110063,2025년 국가유산 산업 인턴 지원 사업,국가유산진흥원,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250107005400110060,2025년 매장유산 미정리유물 보존 및 활용사업,청장,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250121005400110344,2025년 전국민마음투자지원사업,보건복지부,중앙,문화·건강,마감,1차 4-15-39,135200005045,이름 대조(신뢰도 중간),,,,
20260504005400113131,2026 충남 창업마루 나비(Starup-NAvi),AI육성과,중앙,창업·농어업,마감,2차 1-4-12,,,,,,
20260316005400112168,2026년 국가유산 산업 인턴십 지원 사업,국가유산청,중앙,취업·일경험,마감,2차 1-1-1,,,,,,
20260317005400112169,2026년 매장유산 미정리유물 보존 및 활용사업,국가유산청 문화유산국,중앙,취업·일경험,진행중,2차 1-1-3,,,,,,
20260921005400113473,2026년 스마트건설 창업아이디어 공모전,국토교통부 건설정책국 기술안전정책관,중앙,창업·농어업,마감,2차 1-4-13,,,,,,
20260316005400112167,2026년 청년 유네스코 세계유산 지킴이,국가유산청,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20260416005400112764,2026년도 창업중심대학 대학발 (예비)창업기업 모집 공고,중소벤처기업부,중앙,창업·농어업,마감,2차 1-4-12,142100000058,이름 대조(신뢰도 중간),,,,
20260903005400113371,2026학년도 2학기 AI학업장려 학자금대출,교육부,중앙,교육·역량,진행중,2차 2-7-25,,,,,,
20250701005400111142,2030 자문단,통일부,중앙,참여·권리,마감,1차 5-17-44,,,,,,
20260923005400113568,AI 거점대학,교육부 인공지능인재지원국 인공지능융합인재양성과,중앙,교육·역량,상시,2차 2-5-17,,,,,,
20250305005400110592,AI 보안관제 전문인력 양성(5기) 교육,과학기술정보통신부,중앙,취업·일경험,마감,1차 3-9-21,,,,,,
20260923005400113557,AI·스마트도시 혁신인재육성,국토교통부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20250612005400110908,CAMPUS Asia-AIMS,교육부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250619005400111077,DUO-Korea Fellowship 2025,글로벌교육기획관,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111007,ICT 석박사 인재의 글로벌 연구 역량 강화,정보통신산업정책관,중앙,교육·역량,마감,1차 3-9-21,,,,,,
20250618005400111010,ICT 석박사 인재의 핵심 기술 관련 R&D 역량강화,정보통신산업정책관,중앙,교육·역량,마감,1차 3-9-21,,,,,,
20250715005400111240,ICT 이노베이션스퀘어 지원사업,재단법인울산정보산업진흥원,중앙,교육·역량,마감,1차 3-9-21,,,,,,
20250113005400110179,ICT기반 수산전문인력 양성,해양수산부,중앙,교육·역량,마감,1차 3-9-21,,,,,,
20250212005400110433,K-Move 스쿨,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,PTR000050831,이름 대조(신뢰도 중간),,,,
20260921005400113491,K-Shield 주니어,과학기술정보통신부 정보보호네트워크정책실,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250305005400110591,K-Shield 주니어 14기 정규과정,과학기술정보통신부,중앙,취업·일경험,마감,1차 3-9-21,,,,,,20250617005400110962
20250617005400110962,K-Shield 주니어 15기 정규과정,과학기술정보통신부,중앙,취업·일경험,마감,1차 3-9-21,,,,,,20250305005400110591
20250211005400110413,K-디지털 기초역량훈련,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20260710005400113257,K-패스(K패스),국토교통부,중앙,금융·생활안정,상시,2차 4-12-44,161300000104,링크 기재,,,,
20260922005400113508,K-푸드 창업사관학교,농림축산식품부,중앙,창업·농어업,마감,2차 1-4-13,,,,,,
20250110005400110147,KF 글로벌 챌린저,한국국제교류재단,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250109005400110119,KF 한베청년교류,한국국제교류재단,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250114005400110231,KF 한일대학생교류,한국국제교류재단,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250114005400110233,KF 한중청년교류(방중 파견),한국국제교류재단,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111025,KOICA 영프로페셔널(국내),외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111026,KOICA 영프로페셔널(해외),외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250212005400110435,NCS 기반 능력중심 채용,고용노동부,중앙,취업·일경험,마감,1차 3-11-28,,,,,,
20260918005400113448,STEP 플랫폼을 통한 AI 활용 직업역량 강화 지원,고용노동부 직업능력정책국,중앙,교육·역량,상시,2차 2-5-17,,,,,,
20260504005400113135,SW미래채움,AI육성과,중앙,교육·역량,상시,2차 2-5-17,,,,,,20251214005400211976
20260504005400113137,SW중심대학 지원,AI육성과,중앙,교육·역량,상시,2차 2-5-17,,,,,,
20250624005400111127,TIPS(팁스) 프로그램,중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20250715005400111241,UNIST 지역지능화혁신인재 양성,울산광역시,중앙,교육·역량,마감,1차 3-9-21,,,,,,20260406005400212525
20250618005400111023,WFK IT봉사단,과학기술정보통신부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111018,WFK KOICA 일반봉사단,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111021,WFK KOICA 프로젝트봉사단,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111042,WFK KOICA자문단,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111039,WFK NGO봉사단,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111038,WFK NIPA자문단,산업통상자원부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111024,WFK UNV대학생봉사단,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111037,WFK 과학기술지원단,과학기술정보통신부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111027,WFK 청년봉사단(태평양아시아협회),외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111028,WFK 청년봉사단(한국대학사회봉사협의회),외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111040,WFK 청년중기봉사단,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250618005400111029,WFK 한방봉사단,보건복지부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20260921005400113466,[마이홈포털] 온라인 기반 주거 정보 전달 및 상담서비스 제공,국토교통부,중앙,주거,상시,2차 3-10-35,,,,,,
20260714005400113258,k-뉴딜 아카데미,고용노동부,중앙,취업·일경험,진행중,2차 1-1-2,,,,,,
20250617005400110958,가상융합기술 아카데미(메타버스 아카데미),과학기술정보통신부,중앙,취업·일경험,마감,1차 3-9-21,,,,,,
20250113005400110178,가족돌봄청년 전담지원 시범사업,인구사회서비스정책실,중앙,금융·생활안정,마감,1차 4-14-35,,,,,,
20260922005400113518,개인기초연구(신진연구) 지원,과학기술정보통신부 연구개발정책실 기초원천연구정책관,중앙,교육·역량,마감,2차 2-5-18,,,,,,
20250702005400111145,거버넌스 복합형 산림인재 양성(R&D),산림정책과,중앙,취업·일경험,마감,2차 1-2-5,,,,,,
20260921005400113492,건설기술인 진입장벽 완화,국토교통부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260921005400113495,건축설계 인재육성,국토교통부 국토도시실,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250123005400110384,결혼이민여성 취업지원,고용노동부,중앙,취업·일경험,마감,1차 1-4-8,,,,,,
20260718005400113262,경계선지능청년지원,고용노동부,중앙,금융·생활안정,진행중,2차 4-12-44,,,019-110-1300-1343-300,경계선지능청년지원,2.6,
20250623005400111110,경력단절 예방 지원 강화,경력단절여성지원과,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250901005400111567,경북 산촌어촌 청년일자리사업,행정안전부,중앙,취업·일경험,마감,1차 1-1-3,,,,,,
20250612005400110917,경상이 의무복무 제대군인 취업지원 사업,제대군인국,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250612005400110914,고교 취업연계 장려금,교육부,중앙,취업·일경험,마감,1차 3-11-26,999000000013,이름 대조(신뢰도 중간),,,,20260311005400112111
20260311005400112111,고교 취업연계 장려금 지원,교육부,중앙,취업·일경험,진행중,2차 1-1-1,999000000013,이름 대조(신뢰도 높음),,,,20250612005400110914
20250212005400110439,고교생 맞춤형 고용서비스,고용노동부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250609005400110894,고립은둔청년 지원 시범사업,인구아동정책관,중앙,금융·생활안정,마감,1차 4-14-35,,,6310000202430105,고립·은둔 청년 지원 시범사업,6.03,
20260922005400113529,고속도로 휴게소 사회적가치매장 활성화,국토교통부,중앙,창업·농어업,상시,2차 1-4-14,,,,,,
20260922005400113539,고시원 등 거주청년 이주비용 패키지 지원,국토교통부,중앙,주거,상시,2차 3-10-34,,,,,,
20260922005400113538,고시원 등 거주청년 주거상향 지원,국토교통부,중앙,주거,상시,2차 3-10-34,,,,,,
20250123005400110386,고용보험 미적용자 출산급여 지원,고용노동부,중앙,금융·생활안정,마감,1차 4-14-36,149200000153,링크 기재,,,,
20250212005400110423,고용복지플러스센터,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250122005400110354,고용유지지원금,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,SD0000003418,이름 대조(신뢰도 높음),,,,
20250123005400110385,"고용평등 심층상담(직장 내 성희롱, 고용상 성차별 피해, 모성보호제도 등)",고용노동부,중앙,정책기반,마감,1차 5-18-48,,,,,,
20260918005400113434,공공기관 청년인턴 운영,재정경제부 공공정책국 인재경영과,중앙,취업·일경험,상시,2차 1-1-1,,,,,,
20260923005400113569,공공기술기반 시장연계 창업탐색지원,과학기술정보통신부,중앙,창업·농어업,마감,2차 1-4-12,,,,,,
20250116005400110308,공공외교 현장 실습원,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20260921005400113465,공공임대 대기자통합시스템 구축,국토교통부 주택토지실 주거복지정책관,중앙,주거,상시,2차 3-10-35,,,,,,
20250621005400111091,공공임대용 농지매입,농림축산식품부,중앙,창업·농어업,마감,1차 1-2-5,,,,,,
20260504005400113120,공공형 축산 스마트팜 인큐베이터 운영,축산기술연구소,중앙,창업·농어업,상시,2차 1-4-13,,,,,,20251211005400211967
20260504005400113102,공동훈련센터 운영 지원,일자리기업지원과,중앙,교육·역량,진행중,2차 2-6-20,,,,,,
20260922005400113520,공예청년 인턴십 지원사업,문화체육관광부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20250618005400111006,공유주택 펀드투자,국토교통부,중앙,주거,마감,1차 2-8-17,,,,,,
20260504005400113111,광역이음(충청권 연계) 일자리사업,일자리기업지원과,중앙,취업·일경험,진행중,2차 1-2-5,,,,,,
20260922005400113519,교육현장 청년 AI 지식경험공유,교육부 고등평생정책실 평생교육지원관,중앙,교육·역량,상시,2차 2-5-17,,,,,,
20250122005400110369,구직급여,고용노동부,중앙,취업·일경험,마감,1차 1-1-1,SD0000015536,이름 대조(신뢰도 중간),,,,
20250123005400110395,구직자ㆍ기업 도약보장 패키지,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,174100000088,이름 대조(신뢰도 중간),,,,
20250609005400110889,국가 중점육성분야 산업지원인력 지원 확대,병무청,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20260821005400113348,국가근로장학금,한국장학재단,중앙,교육·역량,마감,2차 2-7-24,GES000000120,이름 대조(신뢰도 중간),,,,
20250212005400110426,국가기간·전략산업직종 훈련,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250609005400110897,국가물산업클러스터 물기업 창업지원,물관리정책실,중앙,창업·농어업,마감,2차 1-4-13,,,,,,
20250123005400110397,국가인적자원개발 컨소시엄,고용노동부,중앙,취업·일경험,마감,1차 1-1-1,149200000065,이름 대조(신뢰도 높음),,,,
20250110005400210152,국군 휴가보상 제도,국가보훈부,중앙,문화·건강,마감,1차 4-16-42,,,,,,
20250620005400111086,국내청년의 동포기업 인턴십,재외동포청,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250123005400110392,국내해외취업센터 운영,고용노동부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20250123005400110393,국민내일배움카드,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,149200000026,이름 대조(신뢰도 중간),,,,
20260710005400113256,국민취업지원제도,고용노동부,중앙,취업·일경험,상시,2차 1-1-3,149200005007,링크 기재,,,,
20250114005400110245,국제기구초급전문가(JPO) 파견,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250114005400110232,국제옵서버 인력 확대,해양수산부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20260922005400113517,국토공간정보 인력양성,국토교통부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260918005400113436,국토교통 과학기술 신진연구자 지원사업(R&D),국토교통부,중앙,교육·역량,진행중,2차 2-5-18,,,,,,
20260918005400113447,군장병 대학 원격강좌 학점취득 지원 확대,국방부,중앙,취업·일경험,진행중,2차 1-1-3,,,,,,
20260921005400113467,군장병 전자책 구독·구매 지원,국방부,중앙,취업·일경험,진행중,2차 1-1-3,,,,,,
20260504005400113083,그린스타트업타운 운영,AI육성과,중앙,창업·농어업,상시,2차 1-4-12,,,,,,
20250402005400110682,글로벌 규제과학 리더양성,기획조정과,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250221005400110539,글로벌 기업 협업 프로그램 창업기업 모집,중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20260922005400113524,글로벌 저작권 현안 신속대응(R&D) - 저작권 기술 글로벌 인재양성,문화체육관광부 문화미디어산업실 저작권정책관,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20260316005400112166,기상기후데이터 청년 전문가 양성,기상청,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260922005400113506,기숙사형 청년주택 공급,국토교통부,중앙,주거,상시,2차 3-8-28,,,,,,
20250623005400111117,기술사관 육성,중소벤처기업부,중앙,취업·일경험,마감,1차 3-11-27,142000000032,이름 대조(신뢰도 중간),,,,
20250623005400111121,기업인력애로센터,중소벤처기업부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250109005400110121,기후·에너지·환경분야 청년창업 생태계 구축(기후에너지환경창업대전),기후에너지환경부,중앙,창업·농어업,마감,2차 1-4-12,,,,,,
20250109005400110123,녹색 융합기술 인재 양성,기후에너지환경부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260922005400113511,농식품분야 해외인턴십 지원,농림축산식품부 기획조정실 국제농식품협력관,중앙,취업·일경험,마감,2차 1-2-5,154300000395,이름 대조(신뢰도 높음),,,,
20260922005400113551,농업계대학 지원,농림축산식품부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260918005400113433,뉴스페이스리더양성,우주항공청,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20260504005400113138,다문화청년 취᭼창업지원 사업,외국인정책과,중앙,취업·일경험,마감,2차 1-1-1,,,,,,
20250211005400110414,단기집단상담프로그램,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20260407005400112546,달동 청년 유홈 건립,울산광역시,중앙,주거,마감,2차 3-8-27,,,,,,
20250623005400111107,대학 장애학생 지원센터 운영 강화,평생직업교육정책관,중앙,금융·생활안정,마감,1차 4-14-37,SD0000010494,이름 대조(신뢰도 중간),,,,
20250207005400110410,대학 재학생 맞춤형 고용서비스,고용노동부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20260922005400113528,"대학가, 원룸촌 등 부동산 허위매물 등 수시모니터링",국토교통부,중앙,주거,상시,2차 3-10-33,,,,,,
20260123005400112079,"대학생 연합생활관(은행권,고양)",교육부,중앙,주거,상시,2차 2-8-28,,,,,,
20260504005400113109,대학생 연합설계 지원(건축역량 강화),건축디자인과,중앙,교육·역량,진행중,2차 2-6-20,,,,,,
20260923005400113558,대학생 주거부담 경감(대학기숙사 확충),교육부 고등평생정책실,중앙,주거,마감,2차 3-10-34,,,,,,
20260921005400113463,대학생 진로지도 강화,교육부,중앙,취업·일경험,마감,2차 1-1-3,,,,,,
20260504005400113113,대학생 천원의 아침밥 사업 지원,고등교육정책담당관,중앙,금융·생활안정,마감,2차 4-12-44,,,,,,20250715005400211280
20260911005400113406,대학생 천원의 아침밥 지원 확대,농림축산식품부,중앙,문화·건강,상시,2차 4-13-50,154300005045,링크 기재,,,,
20260922005400113534,대학생 현장실습 제도개선,교육부 고등평생정책실 평생교육지원관,중앙,교육·역량,마감,2차 2-6-20,,,,,,
20260921005400113490,대학의 장애학생지원센터 운영 지원,교육부,중앙,금융·생활안정,마감,2차 4-12-44,SD0000010494,이름 대조(신뢰도 높음),,,,
20250212005400110437,대학일자리플러스센터,고용노동부,중앙,취업·일경험,마감,1차 3-11-27,,,,,,
20250901005400111570,대학일자리플러스센터 지원,고용노동부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250904005400111657,대학일자리플러스센터 지원사업,고용노동부,중앙,취업·일경험,마감,1차 3-9-22,,,,,,
20250623005400111103,대학창업펀드 조성,지역인재정책관,중앙,창업·농어업,마감,1차 1-2-5,,,,,,
20260504005400113071,도민리포터 운영(청년 분야),디지털소통담당관,중앙,참여·권리,마감,2차 5-15-58,,,,,,
20260923005400113559,도시재생 전문인력 양성,국토교통부,중앙,교육·역량,상시,2차 2-5-19,,,,,,20260922005400113552
20260922005400113552,도시재생 전문인력 양성사업,국토교통부,중앙,교육·역량,상시,2차 2-5-19,,,,,,20260923005400113559
20250618005400111008,도심융합특구 조성,국토교통부,중앙,주거,마감,1차 2-5-10,,,,,,
20250618005400111000,디지털 스타트업 허브 조성,과학기술정보통신부,중앙,창업·농어업,마감,1차 1-2-5,,,,,,
20260921005400113464,디지털인력 해외진출 사업,행정안전부,중앙,교육·역량,마감,2차 2-5-17,,,,,,
20250702005400111144,디지털정부 Young Frontier 교육,행정안전부,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20260921005400113486,딥테크 창업중심대학 지정 및 딥테크 창업기업 지원,중소벤처기업부 창업벤처혁신실 창업정책관,중앙,창업·농어업,마감,2차 1-4-12,142100000058,이름 대조(신뢰도 높음),,,,
20250704005400111154,마을기업 육성사업,행정안전부,중앙,창업·농어업,진행중,1차 1-2-5,,,,,,
20250212005400110422,마음똑똑心+,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250227005400110566,마이스터대 지원,교육부,중앙,교육·역량,마감,1차 3-11-27,,,,,,
20260923005400113556,맞춤형농지지원,농림축산식품부 농산업혁신정책실 농업정책관,중앙,취업·일경험,상시,2차 1-2-6,154300005035,이름 대조(신뢰도 중간),,,,
20250518005400110849,맞춤형화장품조제관리사 전문인력 양성,화장품정책과,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260416005400112758,모두의 창업,중소벤처기업부,중앙,창업·농어업,마감,2차 1-4-16,,,,,,
20260922005400113525,문학관 청년인턴십 지원,문화체육관광부 문화예술정책실 예술정책관,중앙,취업·일경험,마감,2차 1-2-5,,,,,,
20260923005400113561,문화가 있는 날 청춘마이크,문화체육관광부 문화예술정책실 지역문화정책관,중앙,문화·건강,마감,2차 4-14-52,,,,,,
20260922005400113514,문화를담은브랜드산단조성(산업단지환경조성),산업통상부,중앙,취업·일경험,상시,2차 1-2-5,,,,,,
20250617005400110987,문화비(체육시설 이용료 등)  소득공제,문화체육관광부,중앙,문화·건강,마감,1차 4-16-42,,,,,,
20250714005400111203,문화예술교육사 인턴십 지원사업,울산광역시,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250123005400110394,미래내일 일경험 사업,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,,,019-110-1000-1051-305,청년취업진로 및 일경험 지원,3011.77,
20250901005400111542,미래형 신산업기업 청년일자리사업,행정안전부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20260421005400112773,미소금융 청년 미래이음 대출,서민금융진흥원,중앙,금융·생활안정,상시,2차 4-11-39,B55370100042,이름 대조(신뢰도 중간),,,,
20250617005400110952,미혼청년 주거급여 분리지급,국토교통부,중앙,주거,마감,1차 2-5-10,336000000096,이름 대조(신뢰도 중간),,,,
20250610005400110901,바이오 인력양성,산업통상자원부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20260310005400112103,박사후연구원 연구 여건 개선,교육부,중앙,교육·역량,상시,2차 2-5-18,,,,,,
20260504005400113099,반도체 특성화 대학,산업육성과,중앙,교육·역량,진행중,2차 2-6-20,,,,,,
20250624005400111124,방위산업 전문인력 양성 지원사업,방위사업청,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250624005400111126,범부처 창업경진대회,중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20260417005400112768,벤처기업 공동채용 지원사,중소벤처기업부,중앙,취업·일경험,상시,2차 1-1-1,,,,,,
20250623005400111120,벤처기업경쟁력강화사업,중소벤처기업부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250609005400110890,병역의무자 마음건강 관리 지원,병무청,중앙,문화·건강,마감,1차 4-15-39,,,,,,
20240730005400100001,병역진로설계,병무청,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250613005400110927,복권기금 꿈사다리 장학사업,교육부,중앙,교육·역량,마감,1차 3-10-23,999000000014,이름 대조(신뢰도 높음),,,,
20250617005400110946,빈곤 청년에 대한 근로인센티브 확대,복지정책관,중앙,금융·생활안정,마감,1차 4-14-34,,,,,,
20250327005400110657,사회복무요원의 안정적 사회진출 지원,병무청,중앙,교육·역량,마감,1차 3-9-20,,,,,,
20260922005400113540,사회연대경제 청년 일경험 시범 지원,행정안전부,중앙,취업·일경험,마감,2차 1-1-1,,,101-110-3100-3131-306,사회연대경제 청년 일경험 시범사업,156.42,
20260625005400113245,사회연대경제 청년일경험,행정안전부,중앙,취업·일경험,진행중,2차 1-1-3,,,,,,
20260921005400113494,산림 특성화고 전문인재 양성·지원,산림청 산림산업정책국 산림정책과,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250112005400110167,산림산업 창업지원,산림안전보건일자리팀,중앙,취업·일경험,마감,2차 1-2-5,,,,,,
20260610005400113229,산림산업 창업지원_산림청년포럼,산림청,중앙,참여·권리,마감,2차 5-15-58,,,,,,
20250529005400110881,산림산업 창업지원_청년 산림인 성장지원,산림청,중앙,취업·일경험,마감,2차 1-1-2,,,,,,
20260211005400112094,산림산업 창업지원_청년 산림창업 마중물 지원,산림청,중앙,창업·농어업,마감,2차 1-4-13,,,,,,
20260810005400113328,산림산업 창업지원_청년 산림창업가 시너지캠프,산림청,중앙,창업·농어업,마감,2차 1-4-12,,,,,,
20250714005400111227,산림산업 창업지원_청년 임팩트 창업 아이디어 챌린지,산림청,중앙,취업·일경험,마감,2차 1-2-5,,,,,,
20260504005400113118,산업단지 청년문화센터 건립,산업입지과,중앙,문화·건강,상시,2차 4-14-53,,,,,,20251214005400212003
20260320005400112238,산업맞춤 단기직무능력인증과정 Match業,교육부 고등평생정책실,중앙,교육·역량,상시,2차 2-6-21,,,,,,
20260921005400113484,산업혁신인재성장지원,산업통상부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20250714005400111208,상안지구 행복주택 건립,울산광역시,중앙,주거,진행중,1차 2-5-10,,,,,,20260407005400212543 | 20250714005400111209
20260407005400112540,새만금 스포일러 모집(2026년 새만금개발청 정책기자단),새만금개발청,중앙,참여·권리,마감,2차 5-15-58,,,,,,
20250123005400110398,생활안정자금 융자사업,고용노동부,중앙,주거,마감,1차 2-6-13,149200000009,이름 대조(신뢰도 중간),,,,
20250621005400111092,선임대후매도,농림축산식품부,중앙,창업·농어업,마감,1차 1-2-5,,,,,,
20250212005400110421,성취프로그램,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20260311005400112110,세종공동캠퍼스 성장 지원,행정중심복합도시건설청 도시계획국,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260918005400113444,수산업 현장 맞춤형 전문인력양성,해양수산부 수산정책실 수산정책관,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260922005400113554,스마트시티 혁신인재 육성,국토교통부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20250623005400111119,스마트제조인력양성,중소벤처기업부,중앙,취업·일경험,마감,1차 3-9-21,,,,,,
20260504005400113092,스마트팜 청년 창업 교육,스마트교육센터,중앙,교육·역량,진행중,2차 2-6-20,,,,,,20251214005400211983
20260921005400113498,스마트팜 청년창업 보육센터,농림축산식품부 농산업혁신정책실,중앙,교육·역량,마감,2차 2-5-19,B55472900003,이름 대조(신뢰도 중간),089-213-2200-2220-380,스마트팜 청년창업 보육센터,91.6,20250621005400111093
20250621005400111093,스마트팜청년창업보육센터,농림축산식품부,중앙,취업·일경험,마감,1차 3-9-21,B55472900003,이름 대조(신뢰도 중간),,,,20260921005400113498
20260417005400112766,스타트업 원스톱 지원센터,중소벤처기업부,중앙,창업·농어업,상시,2차 1-4-16,,,,,,
20260921005400113497,스타트업 창업기획 프로그램,국토교통부,중앙,창업·농어업,마감,2차 1-4-12,,,,,,
