서비스ID,서비스명,소관기관,분야,지원유형,대상 연령(최소),대상 연령(최대),청년 관련 근거,보조금24 주소
116010000001,주택금융공사 월세자금보증,한국주택금융공사,주거·자립,기타||상담/법률지원,19,35,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/116010000001
119200000176,해양문화행사 및 해양영토 대장정,해양수산부,문화·환경,기타||문화/여가지원,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000176
129000000013,전역예정군인 재취업 지원,국방부,고용·창업,상담/법률지원||서비스(일자리),18,32,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000013
129000000015,전역예정장병 취업활동지원,국방부,고용·창업,서비스(일자리),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000015
129000000081,맞춤형 e북 지원,국방부,보육·교육,현금,18,37,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000081
134200000046,중소기업 취업연계 장학금 (희망사다리Ⅰ유형),교육부,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200000046
134200005002,국가장학금 Ⅱ유형 (대학자체노력연계형),교육부,보육·교육,현금(장학금),18,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200005002
135200000099,군인 금연 지원,보건복지부,보건·의료,서비스(의료)||의료지원,18,31,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/135200000099
135200005002,긴급복지 해산비 지원,보건복지부,생활안정,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/135200005002
135200005013,자산형성지원사업(청년내일저축계좌),보건복지부,주거·자립,현금,15,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/135200005013
137100000032,문화로 치유 지원,문화체육관광부,문화·환경,기타(교육),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/137100000032
137100000217,글로벌 광고인재 육성,문화체육관광부,문화·환경,기타(교육),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/137100000217
138300000009,결혼이민예정자 현지사전교육 지원,성평등가족부,보육·교육,기타(교육),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/138300000009
138300000020,폭력 피해 이주여성 보호시설 운영 지원,성평등가족부,보호·돌봄,기타,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/138300000020
138300000055,경력보유여성 등 취업지원,성평등가족부,고용·창업,서비스(일자리),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/138300000055
140000000177,산림복지진흥원이 운영하는 산림복지시설의 산림복지소외자 지원,산림청,문화·환경,기타||문화/여가지원,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/140000000177
142000000085,중소기업 인식개선 교육 등,중소벤처기업부,고용·창업,기타(교육),19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/142000000085
142100000037,청년상인 육성 지원,중소벤처기업부,고용·창업,기타(교육),,,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/142100000037
148000000003,중소환경기업 사업화 지원,기후에너지환경부,문화·환경,현금,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/148000000003
149200000032,장애인 직업 능력 개발 지원,고용노동부,고용·창업,현금,15,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200000032
149200000041,중장년내일센터,고용노동부,고용·창업,서비스(일자리),40,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200000041
149200000092,구직자 취업지원 서비스 제공,고용노동부,고용·창업,상담/법률지원||서비스(일자리),18,60,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200000092
149200000146,심리안정지원 프로그램,고용노동부,고용·창업,기타(상담)||상담/법률지원||서비스(일자리),18,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200000146
149200005001,직업능력개발수당,고용노동부,고용·창업,현금,19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200005001
149200005002,광역구직활동비,고용노동부,고용·창업,현금,19,65,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200005002
149200005008,자영업자 실업급여,고용노동부,고용·창업,현금,,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200005008
154300000321,귀농귀촌종합센터 운영,농림축산식품부,보육·교육,기타||기타(교육)||민원||상담/법률지원,18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000321
154300000329,식생활교육 지원,농림축산식품부,보육·교육,기타(교육),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000329
154300000330,바른 식생활교육 지원(지자체사업),농림축산식품부,보육·교육,기타(교육),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000330
154300000391,한국농수산대학교 졸업생 영농영어정착 우수과제사업,농림축산식품부,농림축산어업,현금,19,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000391
154300000397,경영실습 임대농장 조성,농림축산식품부,보육·교육,기타||기타(교육),19,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000397
161300000101,통합공공임대주택 공급,국토교통부,주거·자립,기타,18,200,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/161300000101
300000000111,가정위탁아동 및 입양가정 지원,서울특별시 종로구,보호·돌봄,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/300000000111
300000000149,취업 상담·알선 서비스 제공(종로 일자리플러스센터 운영),서울특별시 종로구,고용·창업,서비스(일자리),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/300000000149
300000000151,멘토링 지원,서울특별시 종로구,보육·교육,서비스(일자리),14,19,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/300000000151
300000000164,종로구 동행일자리사업,서울특별시 종로구,생활안정,서비스(일자리),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/300000000164
301000000129,저소득계층 대학생 교통비 지원,서울특별시 중구,보육·교육,현금,18,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/301000000129
301000000133,입양축하금 지급(비장애아동),서울특별시 중구,보호·돌봄,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/301000000133
303000000325,청년 행정체험단 운영,서울특별시 성동구,고용·창업,서비스(일자리),19,29,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/303000000325
304000000162,청년 행정아르바이트,서울특별시 광진구,고용·창업,서비스(일자리),19,29,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/304000000162
304000000232,광진구 장학금 지원,서울특별시 광진구,보육·교육,현금,6,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/304000000232
305000000119,동대문구 미취업청년 자격취득 활동비 지원,서울특별시 동대문구,고용·창업,기타,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/305000000119
305000000147,1인가구 안심장비 지원사업,서울특별시 동대문구,행정·안전,현물,18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/305000000147
305000000152,대학생 학습멘토링 프로그램 운영,서울특별시 동대문구,보육·교육,기타(교육),6,19,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/305000000152
305000000168,세대융합형 성공창업 지원,서울특별시 동대문구,고용·창업,기타(교육),19,65,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/305000000168
305000000288,동대문구 1인가구 청년 건강검진,서울특별시 동대문구,보건·의료,서비스(의료),19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/305000000288
306000000224,중랑 미취업 청년 자격증 응시료 지원,서울특별시 중랑구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/306000000224
306000000233,중랑청년청 운영,서울특별시 중랑구,보육·교육,시설이용,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/306000000233
307000000102,미혼 한부모 자녀 의료비 지원,서울특별시 성북구,보건·의료,서비스(의료),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/307000000102
307000000163,청년 행정체험단,서울특별시 성북구,고용·창업,서비스(일자리),19,29,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/307000000163
308000000106,강북구 장학생 선발,서울특별시 강북구,보육·교육,현금(장학금),19,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/308000000106
308000000119,입양축하금 지원,서울특별시 강북구,보호·돌봄,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/308000000119
309000000137,지역인재육성을 위한 장학금 지원,서울특별시 도봉구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/309000000137
310000000101,아동복지시설 만기퇴소 청소년 자립정착금 지원,서울특별시 노원구,주거·자립,현금,18,19,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/310000000101
310000000107,청년일경험 지원,서울특별시 노원구,고용·창업,현금,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/310000000107
310000000129,전문멘토 - 언제든 기댈 수 있는 어른,서울특별시 노원구,주거·자립,현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/310000000129
311000000131,청년 창업인의 집 운영,서울특별시 은평구,고용·창업,시설이용,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/311000000131
311000000142,은평자준청 운영,서울특별시 은평구,보호·돌봄,기타(교육)||기타(상담),15,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/311000000142
311000000225,1인가구 전입 생활 지원 은빛SOL 라이프,서울특별시 은평구,생활안정,현물,19,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/311000000225
312000000123,장애인 양육비용 지원,서울특별시 서대문구,보육·교육,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/312000000123
313000000155,(마포구)청년 면접정장 대여사업,서울특별시 마포구,생활안정,현물,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/313000000155
314000000107,양천구 장학금 지원,서울특별시 양천구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/314000000107
314000000254,양천구 청년 국가자격시험 응시료 지원,서울특별시 양천구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/314000000254
314000000267,청년 취업교육 프로그램 지원,서울특별시 양천구,고용·창업,기타(교육),19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/314000000267
315000000266,강서구 사랑의 PC 나눔센터,서울특별시 강서구,보육·교육,현물,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/315000000266
315000000269,강서구 전세피해지원금(청년 월세) 지원,서울특별시 강서구,생활안정,현금,18,120,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/315000000269
316000000142,구로형 자립정착금,서울특별시 구로구,주거·자립,현금,18,20,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/316000000142
317000000111,국내 입양가정 입양축하금 지원,서울특별시 금천구,보호·돌봄,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/317000000111
318000000103,영등포 장학금 지원,재단법인영등포구미래교육재단,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/318000000103
318000000413,청년 국가자격시험 응시료 지원,서울특별시 영등포구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/318000000413
318000000414,취약계층을 위한 공공일자리 제공,서울특별시 영등포구,고용·창업,서비스(일자리),18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/318000000414
318000000431,청년 중개보수 감면 사업,서울특별시 영등포구,주거·자립,현금(감면),19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/318000000431
319000000128,동작 청년내일근속지원,서울특별시 동작구,고용·창업,현금,15,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/319000000128
319000000151,창업지원센터 운영,서울특별시 동작구,고용·창업,시설이용,18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/319000000151
320000000102,으뜸관악 청년통장 지원,서울특별시 관악구,고용·창업,현금,18,34,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/320000000102
320000000124,관악 청년 1인 가구 안심 건강검진,서울특별시 관악구,보건·의료,서비스(의료),19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/320000000124
320000000298,관악 미취업청년 어학자격시험 응시료 지원,서울특별시 관악구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/320000000298
321000000114,서리풀 희망사다리 프로젝트 자립준비청년(보호종료아동) 생활보조수당 지원,서울특별시 서초구,생활안정,현금,17,18,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/321000000114
321000000115,서리풀 희망사다리 프로젝트 자립준비청년(보호종료아동) 교육비 지원,서울특별시 서초구,보육·교육,현금,17,18,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/321000000115
321000000117,서초구 마음건강검진 및 상담지원사업,서울특별시 서초구,보건·의료,서비스(의료),19,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/321000000117
321000000121,서리풀 희망사다리 프로젝트 자립준비청년(보호종료아동) 자립정착금 지원,서울특별시 서초구,주거·자립,현금,17,18,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/321000000121
321000000123,서리풀 희망사다리 프로젝트 자립준비청년(보호종료아동) 자립컨설팅 지원,서울특별시 서초구,주거·자립,기타(교육),17,18,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/321000000123
328000000116,영도구↔베트남 대학생 친선교류 및 연수 참가 지원,부산광역시 영도구,보육·교육,기타,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/328000000116
328000000143,영도구 청년 창업자 임차료 지원,부산광역시 영도구,고용·창업,현금,,,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/328000000143
328000000152,청년동아리활동 지원,부산광역시 영도구,문화·환경,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/328000000152
330000000110,수민동장학회 장학금,부산광역시 동래구,보육·교육,현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/330000000110
330000000111,충렬장학회 장학생 선발 및 장학금 지원,부산광역시 동래구,보육·교육,현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/330000000111
330000000112,온천1동새마을장학회 장학금 지원,부산광역시 동래구,보육·교육,현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/330000000112
330000000115,명륜동 장학회(장학금 지원사업),부산광역시 동래구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/330000000115
330000000118,복산동 장학회 장학금 지급,부산광역시 동래구,보육·교육,현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/330000000118
330000000120,명장1동 장학회 장학금 지원,부산광역시 동래구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/330000000120
330000000124,(재)동래장학회 장학생 선발,부산광역시 동래구,생활안정,현금,16,34,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/330000000124
331000000105,동래학숙 운영,부산광역시 동래구,생활안정,기타,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/331000000105
331000000121,부산 남구 청년 자격시험 응시료 지원,부산광역시 남구,생활안정,현금,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/331000000121
331000000122,부산 남구 청년 자기개발 도서구입비 지원,부산광역시 남구,고용·창업,현금,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/331000000122
333000000380,해운대구 저소득층 청소년 장학금 지원,부산광역시 해운대구,생활안정,현금(장학금),13,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/333000000380
333000000507,해운대구 청년 구직활동비 지원,부산광역시 해운대구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/333000000507
334000000121,자격증 등 응시료 지원,부산광역시 사하구,고용·창업,현금,18,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/334000000121
337000000484,연제구 면접사진 촬영비 지원,부산광역시 연제구,고용·창업,현금,18,64,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/337000000484
338000000116,풍진검사 지원,부산광역시 수영구,보건·의료,서비스(의료),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/338000000116
338000000417,청년 구정참여 마일리지 및 인센티브 제공,부산광역시 수영구,생활안정,기타,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/338000000417
338000000418,청년 사업자 및 창업자 월 임차료 지원,부산광역시 수영구,생활안정,현금,,,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/338000000418
338000000422,청년 자격증 취득 응시료 지원,부산광역시 수영구,고용·창업,현금,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/338000000422
339000000244,청년면접컨설팅 「면접 A to Z」 운영,부산광역시 사상구,고용·창업,기타(교육),19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/339000000244
341000000312,청년 사업자 임대료 지원 사업,대구광역시 중구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/341000000312
341000000313,청년 부동산중개보수 및 이사비 지원사업,대구광역시 중구,주거·자립,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/341000000313
343000000101,서구인재육성재단 장학금(성적우수),대구광역시 서구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/343000000101
343000000105,서구인재육성재단 장학금(진학),대구광역시 서구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/343000000105
343000000106,서구인재육성재단 장학금(희망),대구광역시 서구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/343000000106
343000000113,예비부부(부모) 무료 건강검진 지원,대구광역시 서구,보건·의료,서비스(의료),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/343000000113
344000000101,아동복지시설 퇴소자 지원,대구광역시 남구,생활안정,현금,18,19,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/344000000101
344000000116,미취업 청년 자격증 응시료 지원,대구광역시 남구,고용·창업,현금,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/344000000116
346000000105,자립준비청년 자립정착금,대구광역시 수성구,주거·자립,현금,17,18,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/346000000105
347000000102,달서인재육성장학재단 성적우수 장학금,대구광역시 달서구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/347000000102
347000000104,달서인재육성장학재단 특기 장학금,대구광역시 달서구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/347000000104
347000000501,달서구 청년부부 결혼축하금 지원,대구광역시 달서구,생활안정,현물,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/347000000501
348000000377,가업승계 농업인 지원,대구광역시 달성군,농림축산어업,현금,18,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/348000000377
350000000107,청년 정책 활성화 지원,인천광역시 제물포구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/350000000107
351050000107,장애인 전국체전 선수 지원,인천광역시 미추홀구,행정·안전,현금,17,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/351050000107
351050000112,장애인 우수선수 활동지원비 지원,인천광역시 미추홀구,행정·안전,현금,15,40,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/351050000112
351050000121,인천 미추홀구 청년 커뮤니티 활성화 지원,인천광역시 미추홀구,주거·자립,현금,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/351050000121
351050000123,미추홀구 청년 면접수당 지원,인천광역시 미추홀구,고용·창업,현금,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/351050000123
352000000113,(재)연수큰재장학재단 장학생 선발,인천광역시 연수구,보육·교육,현금(장학금),6,30,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/352000000113
353000000105,자립준비청년(보호종료아동) 자립정착금 지원,인천광역시 남동구,주거·자립,현금,18,120,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/353000000105
357000000117,시간제청년근로자 장려금 지원,인천광역시 강화군,고용·창업,현금,19,29,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/357000000117
358000000101,옹진군인재육성재단 예체능특기 장학금 지급,인천광역시 옹진군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/358000000101
358000000103,옹진군인재육성재단 지역핵심인재 장학금 지급,인천광역시 옹진군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/358000000103
358000000115,덕적면 주민장학금 지급,인천광역시 옹진군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/358000000115
358000000118,옹진군인재육성재단 인재장학금 지급,인천광역시 옹진군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/358000000118
358000000120,옹진군인재육성재단 복지 장학금 지급,인천광역시 옹진군,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/358000000120
358000000140,인천광역시 옹진군 청년 자격증 응시료 지원,인천광역시 옹진군,보육·교육,현금,18,49,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/358000000140
359000000110,동구인재육성장학회 장학금 지원,전남광주통합특별시 동구,보육·교육,현금(장학금),17,30,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/359000000110
361000000106,가정위탁아동 자립준비금 지원,전남광주통합특별시 남구,주거·자립,현금,,17,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/361000000106
361000000116,(재)남구장학회 장학금 지원,전남광주통합특별시 남구,보육·교육,현금(장학금),,,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/361000000116
361000000541,청년 구직자 취업장려금 지원,전남광주통합특별시 남구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/361000000541
362000000323,(재)광주 북구 장학회 장학생 지원,전남광주통합특별시 북구,보육·교육,현금,16,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/362000000323
363000000103,(재)광산장학회 장학금,전남광주통합특별시 광산구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/363000000103
364000000105,대청장학금 지원,대전광역시 동구,보육·교육,현금(장학금),,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/364000000105
366000000103,대전 서구 고등·대학생 장학금(성적우수),대전광역시 서구,보육·교육,현금(장학금),16,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000103
366000000108,대전 서구 고등·대학생 장학금(예체능 특기생),대전광역시 서구,보육·교육,현금(장학금),16,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000108
366000000110,대전 서구 고등학생 장학금(저소득),대전광역시 서구,보육·교육,현금(장학금),16,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000110
366000000127,대전 서구 고등 ·대학생 장학금(소상공인),대전광역시 서구,보육·교육,현금(장학금),16,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000127
366000000688,대전 서구 고등 ·대학생 장학금(방위사업청 직원 자녀),대전광역시 서구,보육·교육,현금(장학금),16,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000688
366000000689,대전 서구 고등 ·대학생 장학금(북한이탈주민 자녀),대전광역시 서구,보육·교육,현금(장학금),16,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000689
366000000690,대전 서구 고등 ·대학생 장학금(우수자원봉사자),대전광역시 서구,보육·교육,현금(장학금),16,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000690
366000000691,대전 서구 고등학생 장학금(다문화가족 자녀),대전광역시 서구,보육·교육,현금(장학금),16,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000691
366000000692,대전 서구 고등 ·대학생 장학금(특수영상콘텐츠분야),대전광역시 서구,보육·교육,현금(장학금),16,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/366000000692
370000000101,저소득 미혼한부모가족 추가아동양육비 지원,울산광역시 남구,보육·교육,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/370000000101
370000000116,근로능력있는 수급자의 탈수급 지원,울산광역시 남구,생활안정,현금,,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/370000000116
370000000129,청년 자격시험 응시료 지원,울산광역시 남구,고용·창업,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/370000000129
370000000130,청년 면접정장 무료대여사업 [행복드림 수트],울산광역시 남구,고용·창업,기타,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/370000000130
373000000123,사랑이음 결혼식 지원,울산광역시 울주군,생활안정,현물,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/373000000123
374000000594,(수원시) 청나래,경기도 수원시,생활안정,현물,19,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/374000000594
374000000595,(수원시) 어학·자격시험 응시료 지원,경기도 수원시,주거·자립,현금,19,39,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/374000000595
378000000159,입양아동 양육수당(추가),경기도 성남시,생활안정,현금,18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/378000000159
378000000167,성남시 다자녀가구 대학생 등록금 지원,경기도 성남시,임신·출산,현금,19,29,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/378000000167
382000000152,"의정부시 청년 취업비용 지원(면접정장 대여비, 이력서 사진 촬영비)",경기도 의정부시,고용·창업,이용권,18,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/382000000152
382000000174,전세보증금반환보증 보증료 지원,경기도 의정부시,주거·자립,현금,18,120,본문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/382000000174
383000000113,안양 청년 월세 지원,경기도 안양시,주거·자립,현금,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000113
383000000133,안양청년옷장,경기도 안양시,고용·창업,이용권,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000133
383000000134,안양청년 면접스타일링,경기도 안양시,고용·창업,이용권,19,39,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000134
383000000135,대학생 행정체험연수,경기도 안양시,고용·창업,서비스(일자리),19,30,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000135
383000000151,안양시 청년창업 특례보증,경기도 안양시,고용·창업,현금(융자),,,명칭,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000151
383000000154,기형아검사비 지원,경기도 안양시,보건·의료,현금(감면),18,44,연령조건,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000154
